student_id,CGPA,backlogs,skills_score,interview_score,resume_score,communication_score,consistency_score,time_management_score,hackathons_participated,projects_count,certifications_count,github_activity,internships_completed,selected
ST_08237,8.66,0,41,8,8,10,7,10,0,4,1,21,0,1
ST_08238,9.07,0,81,8,4,3,8,2,0,0,1,5,0,1
ST_08239,8.33,0,66,8,1,5,2,6,0,2,1,28,0,0
ST_08240,6.19,0,73,10,10,4,8,10,0,1,3,11,0,1
ST_08241,8.7,2,68,10,4,5,10,2,0,3,0,68,1,0
ST_08242,8.55,0,65,1,2,1,1,7,0,0,0,17,0,0
ST_08243,5.61,0,62,4,6,1,10,4,0,1,2,96,0,0
ST_08244,7.35,0,75,1,8,2,1,9,0,1,1,65,0,0
ST_08245,7.0,0,93,4,10,9,10,8,1,4,1,22,0,1
ST_08246,8.51,1,48,7,10,3,5,6,1,4,0,41,1,1
ST_08247,6.47,0,60,10,3,8,8,4,1,0,1,32,0,0
ST_08248,8.16,0,81,7,6,10,9,3,3,2,1,63,1,1
ST_08249,9.61,2,75,1,9,3,7,9,2,2,1,4,0,0
ST_08250,9.09,0,42,10,4,3,8,6,0,0,2,30,0,1
ST_08251,9.65,0,46,2,6,9,5,3,0,0,2,60,0,1
ST_08252,9.9,0,62,6,2,9,10,4,2,4,2,13,0,1
ST_08253,5.55,0,71,6,6,2,6,8,1,1,0,51,1,0
ST_08254,8.3,0,62,1,1,8,7,4,0,0,1,4,0,0
ST_08255,7.36,0,55,4,7,9,9,4,0,1,1,21,2,1
ST_08256,9.37,2,44,9,3,7,3,9,3,1,0,21,0,0
ST_08257,6.63,1,52,8,3,8,7,3,1,2,2,27,0,0
ST_08258,9.91,0,49,4,10,1,1,10,0,1,1,60,0,1
ST_08259,8.26,0,95,3,6,2,9,2,3,1,1,8,1,1
ST_08260,9.07,0,98,8,5,8,6,7,3,0,2,91,0,1
ST_08261,5.89,0,41,9,1,3,3,1,0,1,1,66,0,0
ST_08262,6.33,0,55,1,1,7,2,3,2,0,2,38,0,0
ST_08263,8.91,0,91,10,2,7,5,10,2,3,0,89,0,1
ST_08264,5.6,0,40,8,3,8,3,3,0,0,2,77,2,0
ST_08265,9.18,1,45,5,4,8,2,7,1,2,0,64,1,0
ST_08266,5.56,0,93,3,10,8,2,10,0,1,0,9,1,0
ST_08267,8.46,0,58,10,6,5,2,7,1,1,0,30,1,1
ST_08268,7.14,1,72,5,10,1,5,9,2,1,0,47,1,0
ST_08269,8.25,0,67,10,10,9,3,2,0,2,1,48,0,1
ST_08270,8.63,1,44,4,2,9,6,6,0,3,1,80,1,0
ST_08271,7.04,0,51,1,7,6,10,10,2,1,0,36,0,0
ST_08272,5.99,0,69,8,8,9,3,7,3,1,0,67,0,1
ST_08273,5.81,1,56,7,4,7,5,2,0,2,0,3,1,0
ST_08274,8.15,0,58,4,7,4,8,1,2,0,1,78,1,1
ST_08275,7.84,0,79,4,10,10,8,3,0,2,0,35,1,0
ST_08276,8.84,0,81,5,9,10,4,5,0,0,0,83,1,1
ST_08277,7.79,0,64,1,1,4,7,10,1,2,2,33,0,0
ST_08278,7.4,0,74,4,6,1,1,3,1,2,2,75,0,1
ST_08279,7.29,3,48,5,10,9,2,2,1,0,0,7,0,0
ST_08280,5.62,0,71,8,6,6,1,10,0,2,0,35,1,0
ST_08281,7.01,0,78,1,3,7,4,10,0,1,1,29,3,0
ST_08282,9.89,0,95,4,7,2,6,6,2,1,2,36,0,1
ST_08283,9.43,0,77,10,9,3,2,8,0,1,0,24,0,1
ST_08284,6.98,1,54,10,6,4,2,4,0,1,2,77,0,0
ST_08285,8.15,0,84,7,3,3,7,2,1,0,0,96,2,1
ST_08286,9.31,0,85,5,2,10,8,5,1,4,1,32,1,1
ST_08287,7.49,0,76,1,6,9,2,10,0,2,0,81,0,0
ST_08288,5.58,3,65,7,3,8,8,8,0,0,2,27,3,0
ST_08289,5.84,0,100,1,1,2,4,9,2,3,0,5,2,0
ST_08290,7.8,0,95,2,9,9,6,9,3,1,1,58,0,1
ST_08291,9.86,0,99,8,7,8,2,4,0,2,0,97,2,1
ST_08292,8.62,0,70,9,4,4,9,3,0,1,0,94,0,0
ST_08293,5.82,0,69,8,2,3,8,1,0,2,1,87,0,1
ST_08294,6.35,0,41,8,3,4,10,10,1,2,3,23,0,0
ST_08295,8.97,0,46,6,6,2,4,10,0,2,3,15,2,1
ST_08296,9.29,0,69,7,8,8,3,3,1,1,2,51,1,1
ST_08297,8.28,0,72,4,3,6,1,9,0,1,2,60,0,1
ST_08298,8.4,0,87,5,2,10,5,5,0,1,3,50,3,1
ST_08299,5.63,0,78,2,5,1,3,5,2,0,0,4,0,0
ST_08300,9.23,0,86,10,8,7,4,2,0,1,0,69,1,1
ST_08301,9.05,0,77,4,9,4,2,5,1,2,0,40,1,0
ST_08302,6.67,0,59,7,4,4,9,3,0,3,1,73,0,0
ST_08303,8.69,0,58,4,2,5,4,9,0,1,3,86,0,1
ST_08304,6.47,0,48,6,7,8,4,2,0,1,1,58,2,0
ST_08305,5.68,0,61,8,5,10,10,1,0,3,1,98,0,0
ST_08306,6.41,0,71,5,9,2,5,5,0,3,2,72,1,1
ST_08307,6.3,0,69,8,1,7,8,8,1,1,2,59,1,0
ST_08308,7.02,0,45,4,5,9,8,1,0,0,1,97,1,0
ST_08309,7.38,0,100,2,4,8,5,9,2,2,2,4,0,0
ST_08310,7.79,0,56,9,9,10,4,7,0,2,0,81,0,1
ST_08311,7.65,2,76,2,2,10,7,9,0,0,1,64,0,0
ST_08312,6.72,0,54,7,10,2,10,7,0,2,0,39,2,1
ST_08313,5.63,0,99,6,1,4,3,4,2,2,0,81,0,0
ST_08314,8.22,0,46,2,10,1,1,8,0,1,0,41,0,0
ST_08315,7.28,0,53,3,2,4,3,7,0,2,2,40,2,0
ST_08316,6.84,0,59,7,7,5,7,6,0,1,1,62,1,0
ST_08317,9.4,1,99,6,2,6,6,3,0,2,1,27,0,0
ST_08318,8.86,0,69,6,6,2,10,1,0,2,0,42,3,1
ST_08319,9.36,0,57,7,1,5,1,3,0,1,3,24,1,1
ST_08320,7.73,2,100,5,10,5,2,7,0,2,1,75,0,0
ST_08321,6.09,0,96,1,4,4,3,7,0,2,0,79,0,0
ST_08322,8.63,0,61,5,7,8,10,8,1,4,0,55,1,1
ST_08323,6.43,0,64,9,8,10,10,1,1,1,3,6,1,1
ST_08324,7.49,0,63,2,8,7,5,10,1,0,3,48,0,0
ST_08325,5.79,1,70,10,5,2,9,10,0,4,1,88,0,0
ST_08326,9.21,0,88,3,2,8,8,8,0,2,1,60,0,0
ST_08327,6.07,0,57,2,4,8,1,5,1,3,2,76,1,0
ST_08328,9.56,1,73,5,3,5,8,10,0,0,1,18,0,0
ST_08329,9.39,0,100,5,7,7,4,4,0,1,3,42,0,1
ST_08330,7.59,0,57,5,6,4,5,6,2,0,1,53,1,0
ST_08331,8.85,0,53,6,2,5,5,6,3,3,3,24,1,1
ST_08332,8.29,1,43,3,4,3,3,3,2,3,1,23,1,0
ST_08333,9.11,0,46,8,3,4,8,8,3,2,1,98,0,1
ST_08334,7.44,0,46,3,1,4,3,10,2,0,0,99,0,0
ST_08335,9.04,1,40,2,1,7,1,5,1,0,1,44,0,0
ST_08336,7.58,0,79,9,3,10,5,2,0,2,2,63,3,1
ST_08337,9.73,0,91,6,9,10,8,3,3,2,1,67,1,1
ST_08338,7.69,0,63,7,10,10,6,10,2,2,1,61,0,1
ST_08339,7.58,0,71,1,4,1,5,9,0,1,0,8,0,0
ST_08340,9.03,0,49,3,10,7,1,8,0,1,3,77,1,1
ST_08341,9.2,1,48,7,8,5,3,2,0,0,1,88,1,0
ST_08342,8.0,0,78,8,1,8,3,8,3,2,0,13,0,1
ST_08343,6.31,0,42,2,8,8,9,1,0,1,0,73,2,0
ST_08344,7.6,0,83,5,2,6,8,1,0,3,2,86,1,1
ST_08345,9.86,1,74,5,3,3,9,10,0,2,1,74,1,1
ST_08346,8.89,0,44,9,1,2,2,3,3,1,0,81,2,1
ST_08347,9.15,0,46,3,8,9,9,5,1,1,0,20,1,1
ST_08348,5.65,0,51,5,5,8,8,9,0,3,2,93,1,0
ST_08349,7.61,1,62,8,9,10,3,4,0,0,3,89,3,1
ST_08350,8.41,0,64,3,8,5,8,8,0,1,0,86,0,1
ST_08351,9.24,0,56,6,2,10,5,7,0,3,0,35,0,1
ST_08352,5.72,0,53,9,6,3,10,3,0,2,0,15,2,0
ST_08353,9.34,0,74,10,4,7,9,9,0,2,2,29,1,1
ST_08354,7.97,0,40,4,10,2,2,6,0,1,0,72,2,0
ST_08355,6.39,1,61,7,4,5,1,4,0,3,0,74,0,1
ST_08356,6.93,0,67,8,4,4,2,4,0,1,0,23,1,0
ST_08357,6.77,0,97,6,8,5,2,5,2,1,2,71,0,1
ST_08358,7.89,0,62,1,8,10,6,2,0,0,1,88,1,1
ST_08359,5.73,0,57,6,3,5,9,5,0,0,1,8,0,0
ST_08360,6.21,0,85,4,8,1,9,8,0,4,2,1,0,0
ST_08361,9.16,0,96,3,8,10,6,9,0,2,1,96,0,1
ST_08362,6.1,0,84,3,7,8,3,4,0,2,1,100,1,0
ST_08363,6.55,0,83,3,2,2,4,4,0,4,0,70,0,0
ST_08364,7.54,0,76,1,5,9,5,8,1,1,1,71,0,0
ST_08365,7.83,3,42,10,5,4,2,3,0,0,2,71,0,0
ST_08366,8.94,0,53,10,4,8,10,3,0,2,1,52,0,1
ST_08367,7.51,1,78,1,1,10,9,1,2,2,0,85,2,0
ST_08368,9.05,0,46,2,4,3,1,6,0,1,0,42,0,0
ST_08369,8.28,0,56,5,1,5,1,2,1,0,3,65,0,0
ST_08370,6.01,0,45,7,7,1,5,10,0,1,1,67,2,0
ST_08371,6.2,0,86,5,1,6,4,4,0,1,1,82,1,0
ST_08372,7.47,0,58,3,4,8,10,9,0,1,1,4,1,0
ST_08373,7.29,0,54,5,7,4,6,10,0,1,0,60,1,0
ST_08374,8.85,0,78,6,5,1,10,10,2,1,0,59,2,1
ST_08375,8.11,0,44,4,3,10,9,7,0,1,1,58,0,1
ST_08376,7.25,0,54,4,9,10,1,8,0,1,1,59,3,1
ST_08377,6.27,0,91,1,2,8,1,2,1,4,2,78,2,0
ST_08378,6.52,0,84,7,2,6,7,3,0,3,0,70,1,1
ST_08379,8.09,1,65,8,8,10,3,1,1,2,0,75,1,0
ST_08380,7.41,0,78,4,5,8,10,3,0,4,0,38,1,1
ST_08381,7.82,0,84,6,7,2,10,4,1,4,0,75,0,1
ST_08382,6.27,2,52,6,9,6,10,2,1,1,0,24,0,0
ST_08383,8.48,0,70,1,2,2,3,7,0,1,0,6,3,0
ST_08384,9.34,0,52,10,7,6,9,3,0,4,0,72,1,1
ST_08385,6.66,3,62,4,7,6,5,6,0,2,0,3,0,0
ST_08386,7.71,0,79,6,4,10,7,2,0,1,0,13,1,1
ST_08387,9.89,0,71,9,7,7,6,2,0,2,1,29,1,1
ST_08388,7.0,0,76,4,4,1,1,6,3,1,1,6,0,0
ST_08389,8.18,0,43,9,9,1,4,4,0,1,0,58,1,1
ST_08390,5.91,3,56,4,4,1,8,2,0,1,1,72,1,0
ST_08391,8.23,0,59,7,1,5,7,8,0,1,2,70,0,0
ST_08392,5.9,0,85,7,6,1,5,7,0,0,0,46,3,0
ST_08393,9.82,0,50,8,5,3,5,7,0,3,3,97,0,1
ST_08394,8.72,0,81,7,4,1,9,7,0,1,0,73,0,1
ST_08395,9.05,0,72,6,3,7,9,4,0,0,0,1,0,1
ST_08396,8.67,3,78,3,4,8,6,8,0,0,0,10,1,0
ST_08397,8.15,1,45,10,1,4,9,3,1,2,0,8,0,0
ST_08398,7.52,0,78,7,5,9,7,4,2,4,1,5,0,1
ST_08399,9.36,0,95,6,2,8,6,5,0,0,0,21,2,1
ST_08400,9.81,0,86,10,7,7,2,1,1,0,2,13,0,1
ST_08401,7.75,0,77,8,9,9,3,9,0,1,1,15,1,1
ST_08402,9.69,0,57,4,6,10,9,3,1,2,1,82,1,1
ST_08403,8.12,0,41,7,6,3,1,1,0,1,1,5,3,0
ST_08404,7.92,0,80,7,10,2,7,1,1,1,1,76,1,1
ST_08405,7.55,0,77,3,10,10,1,1,2,1,0,95,0,1
ST_08406,6.44,0,93,8,3,5,10,8,1,1,0,2,0,0
ST_08407,5.52,2,56,10,8,10,7,6,1,3,0,92,2,0
ST_08408,6.59,0,63,2,3,9,8,7,0,0,0,51,2,0
ST_08409,7.79,1,69,3,4,2,3,6,0,1,0,52,0,0
ST_08410,7.21,0,82,1,3,2,2,1,1,3,1,96,1,0
ST_08411,7.52,3,63,2,2,5,5,4,0,3,1,34,0,0
ST_08412,9.91,0,43,1,1,9,3,6,0,0,0,33,3,0
ST_08413,7.08,0,46,6,1,9,10,9,0,4,0,14,2,0
ST_08414,7.53,0,54,5,1,10,7,6,1,2,0,60,3,0
ST_08415,6.1,0,96,6,10,4,10,6,0,1,0,91,2,1
ST_08416,5.72,0,69,3,5,9,2,3,1,1,1,12,2,0
ST_08417,8.99,0,98,7,10,1,7,4,1,1,0,63,0,1
ST_08418,8.07,0,68,4,1,9,2,7,0,0,0,46,2,0
ST_08419,8.92,0,88,1,5,7,7,2,0,1,0,11,1,1
ST_08420,6.17,0,83,3,4,9,7,9,3,2,0,97,3,1
ST_08421,8.07,0,84,5,2,10,4,3,2,3,0,32,1,1
ST_08422,6.64,0,92,7,3,5,10,8,0,1,0,97,0,0
ST_08423,6.53,0,52,9,8,6,3,3,0,1,1,58,1,0
ST_08424,5.55,0,79,5,3,1,9,2,0,1,0,84,1,0
ST_08425,6.09,0,78,1,3,2,1,1,0,2,2,43,0,0
ST_08426,6.89,0,68,5,2,1,4,2,0,2,1,45,0,0
ST_08427,6.03,0,65,1,5,1,10,10,2,1,0,58,1,0
ST_08428,9.94,2,75,7,2,7,4,6,3,2,0,5,0,1
ST_08429,6.89,2,74,9,10,3,8,5,1,1,0,93,0,0
ST_08430,6.09,0,88,6,10,1,4,7,0,2,0,39,0,1
ST_08431,6.4,0,87,4,7,1,10,1,0,0,0,77,2,0
ST_08432,8.14,0,58,6,10,7,5,7,0,1,1,90,1,1
ST_08433,5.79,2,41,1,8,5,4,2,1,1,0,56,0,0
ST_08434,9.38,0,92,4,6,1,1,2,0,3,2,4,1,1
ST_08435,9.83,0,53,6,9,8,8,7,1,2,3,19,1,1
ST_08436,6.61,1,55,2,5,6,2,6,1,4,1,81,0,0
ST_08437,7.53,2,88,3,6,5,10,1,1,0,2,76,0,0
ST_08438,5.6,1,75,4,4,6,5,2,0,1,0,42,1,0
ST_08439,8.38,1,79,6,9,8,10,3,1,1,1,61,0,1
ST_08440,7.36,1,80,3,2,9,2,3,0,2,0,13,1,0
ST_08441,6.72,1,70,1,1,9,5,1,1,3,3,95,0,0
ST_08442,6.43,0,87,6,6,3,4,3,0,3,1,66,0,1
ST_08443,8.44,3,87,8,6,1,10,2,0,2,0,32,3,0
ST_08444,7.37,0,88,8,6,10,6,5,0,2,2,72,0,1
ST_08445,6.31,0,74,4,6,6,3,6,0,3,0,31,1,0
ST_08446,8.6,0,61,6,4,7,6,1,3,1,0,49,0,1
ST_08447,8.04,0,60,1,9,6,2,3,0,3,2,7,0,1
ST_08448,9.36,0,67,6,7,5,3,3,2,3,0,19,0,1
ST_08449,6.03,1,56,1,8,10,2,8,0,1,1,23,0,0
ST_08450,9.04,0,89,4,8,5,5,4,0,2,0,39,0,1
ST_08451,8.53,2,57,9,10,10,5,5,0,1,0,99,0,1
ST_08452,6.02,0,71,6,4,3,8,7,0,0,1,17,1,0
ST_08453,8.63,0,62,4,6,4,6,6,1,2,2,86,1,1
ST_08454,7.49,1,45,10,7,10,7,4,0,0,0,68,0,0
ST_08455,9.75,0,68,4,6,3,9,8,1,1,0,16,2,1
ST_08456,6.14,1,45,4,6,9,4,7,0,3,1,32,0,0
ST_08457,8.39,0,72,10,7,3,6,5,0,0,1,16,0,1
ST_08458,7.22,2,100,7,9,5,7,10,0,0,1,22,1,0
ST_08459,9.81,0,87,9,8,6,3,1,1,2,2,77,0,1
ST_08460,6.98,0,71,6,3,8,8,2,1,1,2,71,0,0
ST_08461,9.83,2,56,7,3,10,4,3,0,1,1,96,0,0
ST_08462,9.56,0,43,4,2,6,4,1,0,1,0,4,2,1
ST_08463,6.72,2,87,5,6,6,2,6,1,0,0,6,1,0
ST_08464,9.12,1,97,9,7,6,9,10,2,0,1,64,0,1
ST_08465,9.98,0,70,8,9,1,9,8,0,3,2,7,0,1
ST_08466,6.64,0,61,10,6,10,10,2,1,1,1,67,2,1
ST_08467,7.47,0,66,2,9,6,10,2,0,1,1,45,1,0
ST_08468,7.84,0,93,8,2,1,5,1,0,4,1,42,0,1
ST_08469,6.83,0,60,3,4,2,8,8,3,3,0,87,0,0
ST_08470,5.57,0,59,2,1,8,8,1,1,0,0,87,0,0
ST_08471,6.49,3,73,2,6,8,1,10,1,2,0,12,1,0
ST_08472,6.77,0,62,4,3,2,3,6,0,2,3,49,2,0
ST_08473,7.5,0,83,1,10,3,2,4,0,2,2,99,0,1
ST_08474,6.27,0,55,5,6,6,5,2,1,2,1,50,0,0
ST_08475,9.43,0,45,7,1,4,3,4,2,1,0,81,2,1
ST_08476,8.67,0,55,2,8,9,7,8,1,0,1,44,1,0
ST_08477,5.88,0,46,5,6,7,2,2,0,1,0,27,1,0
ST_08478,8.43,2,53,4,7,10,3,8,0,2,1,35,0,0
ST_08479,8.44,0,42,6,9,9,7,2,0,2,1,13,1,1
ST_08480,9.8,0,72,1,4,7,3,10,0,0,0,28,1,1
ST_08481,5.51,0,88,1,4,6,3,4,0,0,0,3,0,0
ST_08482,6.62,1,91,2,10,4,5,10,0,4,1,92,3,1
ST_08483,9.68,1,75,4,4,8,1,3,1,0,1,78,2,0
ST_08484,9.69,0,78,1,2,6,3,7,1,1,0,19,1,1
ST_08485,8.74,0,68,5,3,10,2,8,1,2,2,38,1,0
ST_08486,8.95,0,78,6,6,5,2,10,2,1,2,32,0,1
ST_08487,5.91,0,43,10,2,6,3,10,0,0,1,16,0,0
ST_08488,7.81,0,78,4,9,6,2,5,2,1,1,45,0,1
ST_08489,6.54,1,79,7,10,2,3,7,1,2,0,26,1,0
ST_08490,6.32,0,80,5,3,3,5,7,3,1,2,34,0,0
ST_08491,9.15,0,61,9,10,10,10,6,0,3,0,5,2,1
ST_08492,6.11,0,54,9,3,9,10,3,0,1,0,84,0,0
ST_08493,7.61,0,43,4,6,8,7,10,1,2,1,37,1,1
ST_08494,9.72,0,97,10,2,8,4,4,2,0,0,85,1,1
ST_08495,6.34,1,57,6,4,1,7,10,1,1,3,56,1,0
ST_08496,9.9,2,96,2,1,9,5,9,1,2,1,64,2,1
ST_08497,9.97,0,83,2,4,4,9,10,0,1,0,31,3,1
ST_08498,8.0,0,62,3,5,2,4,5,1,2,3,7,0,0
ST_08499,6.27,1,77,10,5,7,3,2,1,0,1,60,0,0
ST_08500,6.92,0,43,2,10,6,2,8,1,0,1,21,0,0
ST_08501,7.41,0,43,9,2,9,10,10,1,2,0,12,1,0
ST_08502,6.89,0,57,4,9,2,4,2,0,2,2,57,0,1
ST_08503,6.76,0,40,5,7,6,2,3,1,0,0,69,1,0
ST_08504,9.88,1,71,2,4,8,4,6,0,3,0,54,0,0
ST_08505,6.19,2,60,8,5,6,3,7,3,1,1,58,1,0
ST_08506,8.8,0,77,8,1,8,9,2,1,0,2,38,1,1
ST_08507,5.5,0,65,7,10,2,5,9,1,1,0,92,1,0
ST_08508,8.18,0,80,7,5,9,3,6,3,0,0,20,1,1
ST_08509,9.62,0,88,7,6,6,7,8,0,0,1,42,0,1
ST_08510,6.8,2,60,8,5,7,2,3,0,2,2,81,0,0
ST_08511,6.33,0,82,4,6,2,10,7,1,1,1,66,1,0
ST_08512,8.43,0,68,6,7,10,6,4,0,1,2,89,0,1
ST_08513,8.71,0,92,8,6,8,1,7,0,4,0,49,2,1
ST_08514,8.6,0,80,8,10,9,8,4,2,1,0,56,2,1
ST_08515,6.94,0,82,4,2,3,6,1,0,0,1,4,2,0
ST_08516,6.63,0,71,1,2,4,8,3,0,1,0,76,0,0
ST_08517,9.8,1,98,2,9,6,4,2,0,1,0,52,1,1
ST_08518,9.65,0,43,4,6,3,3,9,0,1,0,96,0,1
ST_08519,7.56,0,52,9,10,10,10,10,0,1,0,0,0,1
ST_08520,9.31,1,100,3,4,7,4,6,0,2,1,5,0,0
ST_08521,7.54,1,90,5,10,8,7,5,2,2,1,90,0,1
ST_08522,7.41,0,74,1,5,5,6,10,0,2,1,76,0,0
ST_08523,6.21,0,93,5,5,5,9,6,0,2,0,66,0,0
ST_08524,7.42,0,66,1,8,3,7,4,0,1,1,16,3,0
ST_08525,7.92,0,40,6,5,4,3,10,1,0,3,77,0,0
ST_08526,5.6,1,88,1,2,3,10,1,0,2,1,82,2,0
ST_08527,7.5,0,88,2,2,8,5,9,0,0,1,72,0,0
ST_08528,9.02,1,78,9,5,3,8,8,2,0,0,77,0,0
ST_08529,8.56,0,53,3,4,2,5,2,0,2,0,39,1,0
ST_08530,8.36,0,76,9,2,6,5,9,0,1,0,0,1,1
ST_08531,9.59,0,69,4,6,8,3,8,1,2,1,80,0,1
ST_08532,5.58,0,53,5,8,10,4,8,0,1,1,70,0,0
ST_08533,8.01,0,50,7,2,8,9,1,0,4,2,12,0,0
ST_08534,9.04,0,70,4,10,6,9,2,0,2,1,94,0,1
ST_08535,7.94,3,96,10,7,6,3,3,2,0,2,82,1,0
ST_08536,6.96,0,67,10,4,6,5,8,2,2,0,44,1,1
ST_08537,6.11,0,66,6,5,5,8,4,0,2,2,56,0,0
ST_08538,9.49,0,42,9,2,4,5,1,0,2,1,14,2,1
ST_08539,7.62,0,45,8,10,2,7,5,0,1,0,28,0,1
ST_08540,9.45,0,78,1,9,5,10,6,1,1,1,47,1,0
ST_08541,8.14,0,58,6,3,2,3,5,0,1,1,60,1,0
ST_08542,8.53,0,80,9,10,9,2,2,0,1,0,86,3,1
ST_08543,9.12,2,73,3,1,4,2,8,1,3,0,22,0,0
ST_08544,8.47,1,67,3,4,1,9,4,0,1,1,67,1,0
ST_08545,7.29,3,51,10,1,10,1,8,0,0,0,79,0,0
ST_08546,7.81,0,78,5,6,1,1,8,1,0,0,49,1,0
ST_08547,9.11,2,49,9,4,10,2,5,1,3,2,51,0,1
ST_08548,7.18,0,91,3,4,5,6,2,1,2,1,56,0,0
ST_08549,7.25,0,86,5,9,8,6,10,2,2,0,39,2,1
ST_08550,5.93,0,64,5,9,7,6,7,0,3,1,21,0,1
ST_08551,9.62,0,62,8,7,7,6,2,0,3,2,31,2,1
ST_08552,5.91,1,95,2,4,5,6,5,0,2,0,36,2,0
ST_08553,8.42,0,98,8,9,9,8,3,0,0,0,65,1,1
ST_08554,7.36,0,65,1,5,5,6,3,0,0,2,60,0,0
ST_08555,7.33,0,58,5,10,1,9,1,0,2,0,40,0,0
ST_08556,8.56,0,77,3,4,5,5,1,0,1,1,26,3,1
ST_08557,5.8,0,59,5,5,3,4,4,0,2,1,42,0,0
ST_08558,8.17,0,84,9,9,3,1,9,0,1,1,17,1,1
ST_08559,8.97,2,91,1,1,5,2,5,0,2,2,28,1,0
ST_08560,9.23,0,83,6,7,1,4,9,1,0,3,28,2,1
ST_08561,6.27,0,57,10,9,8,9,10,0,0,2,71,1,1
ST_08562,9.54,0,87,6,1,9,4,6,0,2,0,14,1,1
ST_08563,8.45,0,50,7,3,10,8,6,3,0,0,84,0,1
ST_08564,9.47,0,97,10,7,4,2,3,1,2,1,66,0,1
ST_08565,7.68,1,64,10,4,1,1,4,0,2,1,85,0,1
ST_08566,7.94,0,82,5,9,2,9,7,0,4,1,75,2,1
ST_08567,9.64,0,40,7,10,7,10,4,1,3,2,2,1,1
ST_08568,9.55,0,71,2,8,1,6,2,0,1,0,36,1,1
ST_08569,7.52,0,72,2,10,3,10,4,0,2,0,18,1,0
ST_08570,6.73,0,46,10,4,7,5,4,1,0,0,38,1,0
ST_08571,7.27,1,70,8,3,4,3,10,0,1,1,42,0,0
ST_08572,7.24,0,65,6,5,10,9,8,0,2,1,19,0,0
ST_08573,6.79,0,46,5,7,4,2,10,0,2,0,39,0,0
ST_08574,6.71,0,75,3,6,1,10,10,0,1,2,87,1,0
ST_08575,9.37,0,85,4,7,8,8,8,2,0,0,74,0,1
ST_08576,5.81,0,63,8,5,4,4,3,0,3,0,80,1,0
ST_08577,8.55,0,44,10,2,9,7,4,0,1,0,18,1,0
ST_08578,6.28,2,61,7,5,5,8,7,1,3,3,23,0,0
ST_08579,7.05,0,83,9,7,6,1,5,0,2,3,59,0,0
ST_08580,5.78,0,75,3,1,6,10,2,0,1,0,6,0,0
ST_08581,6.71,0,42,6,5,9,1,4,0,0,0,0,0,0
ST_08582,8.96,0,89,7,4,3,9,8,0,1,1,59,1,1
ST_08583,9.48,0,95,2,7,6,9,2,1,3,1,65,0,1
ST_08584,6.5,0,98,4,6,9,10,7,0,3,1,47,2,1
ST_08585,7.59,0,76,1,7,8,1,2,0,2,1,73,1,0
ST_08586,7.62,1,97,4,4,7,5,5,3,1,1,83,0,1
ST_08587,9.43,1,77,2,5,4,4,10,0,2,3,98,1,0
ST_08588,8.93,0,85,7,8,5,10,10,0,1,1,48,1,1
ST_08589,7.81,1,45,1,3,7,4,2,0,2,0,6,1,0
ST_08590,8.52,0,91,6,4,6,2,3,0,1,1,84,0,0
ST_08591,9.31,0,64,3,10,5,5,3,0,3,0,47,0,1
ST_08592,5.54,0,62,8,6,9,2,4,0,2,1,30,0,0
ST_08593,7.31,0,51,8,7,5,3,4,0,1,1,50,0,0
ST_08594,9.58,0,67,7,10,6,8,2,0,3,2,80,1,1
ST_08595,8.83,0,97,7,9,10,9,4,0,1,0,59,1,1
ST_08596,7.94,1,83,1,5,7,9,7,1,0,2,75,2,1
ST_08597,7.88,0,100,9,3,2,7,1,1,0,1,71,0,1
ST_08598,7.06,0,79,3,5,5,4,6,0,2,0,59,0,0
ST_08599,7.84,2,71,8,2,6,9,8,3,3,0,95,1,0
ST_08600,8.45,0,94,2,8,3,1,6,1,3,0,78,0,1
ST_08601,7.38,0,91,1,4,4,2,8,1,2,2,74,0,0
ST_08602,8.71,0,64,1,9,2,10,7,0,0,0,66,1,0
ST_08603,9.38,1,73,8,3,7,5,3,1,0,0,56,0,1
ST_08604,6.2,0,69,9,7,2,5,7,2,1,0,94,1,0
ST_08605,7.53,0,76,3,3,2,5,5,0,3,1,23,0,0
ST_08606,7.34,0,57,7,4,5,8,3,1,4,1,22,1,1
ST_08607,8.59,0,95,2,2,5,10,10,1,1,0,91,2,1
ST_08608,6.62,2,96,8,6,6,2,7,0,2,3,70,0,0
ST_08609,8.38,0,74,3,5,2,10,3,0,2,2,31,2,1
ST_08610,9.45,1,87,10,10,9,9,2,0,0,0,93,1,1
ST_08611,7.38,0,76,10,10,2,5,7,0,2,1,70,2,1
ST_08612,9.6,0,80,5,4,1,7,1,0,3,1,98,0,1
ST_08613,9.97,3,45,7,4,4,9,1,0,1,2,48,1,0
ST_08614,5.98,0,58,9,1,2,5,5,1,3,1,45,0,0
ST_08615,6.55,1,61,1,3,7,4,2,2,1,1,39,1,0
ST_08616,9.78,0,96,5,5,4,9,1,0,0,1,73,1,1
ST_08617,9.81,1,71,1,2,2,8,8,0,0,2,52,0,0
ST_08618,5.94,1,66,2,7,10,3,1,0,3,1,61,2,0
ST_08619,5.57,2,98,10,3,5,4,9,2,1,2,2,0,0
ST_08620,6.22,2,55,4,8,9,9,8,0,2,0,1,0,0
ST_08621,9.98,0,65,10,2,4,1,1,1,2,2,53,1,1
ST_08622,6.31,0,78,3,8,1,7,7,0,1,2,50,1,0
